Organisation Name,org_name_normalized,has_multiple_towns,has_multiple_counties,Town/City,County,Type & Rating,Route,raw_name_variants,match_status,match_error,best_candidate_score,best_candidate_title,best_candidate_company_number
Aaka Services Limited T/A Bournesgreen Services Station,aaka services t a bournesgreen services station,False,False,"Southend On Sea,Essex",,Worker (A rating),Skilled Worker,Aaka Services Limited T/A Bournesgreen Services Station,unmatched,,0.4982,BATTERSEA POWER STATION MANAGEMENT SERVICES LIMITED,10385475
Aalaagi Limited T/as Keystore More Alloa,aalaagi t as keystore more alloa,False,False,Alloa,,Worker (A rating),Skilled Worker,Aalaagi Limited T/as Keystore More Alloa,unmatched,,0.4214,KEYSTORE MORE (BRORA) LIMITED,SC642793
Aalto Media Limited t/a Aalto Production,aalto media t a aalto production,False,False,London,,Worker (A rating),Skilled Worker,Aalto Media Limited t/a Aalto Production,unmatched,,0.4275,AALTO MEDIA LIMITED,11649277
Aanco (UK) Limited t/a Made for Trade,aanco t a made for trade,False,False,Bllingham,,Worker (A rating),Skilled Worker,Aanco (UK) Limited t/a Made for Trade,unmatched,,0.5905,MADE FOR TRADE WINDOWS LTD,SC570316
Aanvi Group Limited T/A MTR 1924,aanvi t a mtr 1924,False,False,Harrow,Middlesex,Worker (A rating),Skilled Worker,Aanvi Group Limited T/A MTR 1924,unmatched,,0.3078,MTR1924LONDON LTD,14375624
Aarandale Lodge Limited T/A Aarandale Lodge,aarandale lodge t a aarandale lodge,False,False,Westcliff On Sea,Essex,Worker (A rating),Skilled Worker,Aarandale Lodge Limited T/A Aarandale Lodge,unmatched,,0.5214,AARANDALE LODGE LIMITED,10265410
Aarani And Aarujan Ltd T/a BP,aarani and aarujan t a bp,False,False,London,,Worker (A rating),Skilled Worker,Aarani And Aarujan Ltd T/a BP,unmatched,,0.638,AARANI AND AARUJAN LTD,11443802
Aarjay Heathcare Limited,aarjay heathcare,False,False,Hemel Hempstead,,Worker (A rating),Skilled Worker,Aarjay Heathcare Limited,unmatched,,0.7065,AARJAY HEALTHCARE LIMITED,07464490
Aarna Hair & Beauty,aarna hair beauty,False,False,Bristol,,Worker (A rating),Skilled Worker,Aarna Hair & Beauty,unmatched,,0.6824,AARNA BEAUTY LTD,07703070
Aarnia Ltd T/A Liquorsave Supermarket,aarnia t a liquorsave supermarket,False,False,London,,Worker (A rating),Skilled Worker,Aarnia Ltd T/A Liquorsave Supermarket,unmatched,,0.5167,ASHFORD SUPERMARKET LTD T/A JB'S PREMIER LTD,14252815
Aaron and aaron ltd t/a gola restaurant,aaron and aaron t a gola restaurant,False,False,London,,Worker (A rating),Skilled Worker,Aaron and aaron ltd t/a gola restaurant,unmatched,,0.4857,AARON AND LEE TRADING LIMITED,15802914
Aarush News,aarush news,False,False,Southend on sea,,Worker (A rating),Skilled Worker,Aarush News,unmatched,,0.5682,AARUSH LTD,11314615
Aarusha Limited T/A Birchwood Stores,aarusha t a birchwood stores,False,False,Bristol,,Worker (A rating),Skilled Worker,Aarusha Limited T/A Birchwood Stores,unmatched,,0.5186,BIRCHWOOD STORES LTD,09812871
Aaryan Holdings Limited T/A Aaraya Hotel London,aaryan t a aaraya hotel london,False,False,London,,Worker (A rating),Skilled Worker,Aaryan Holdings Limited T/A Aaraya Hotel London,unmatched,,0.52,AI LONDON SOUTHWARK HOTEL LIMITED,09200606
Aaryan Hyde Park Ltd T/A The Hyde Park Green Hotel,aaryan hyde park t a the hyde park green hotel,False,False,London,,Worker (A rating),Skilled Worker,Aaryan Hyde Park Ltd T/A The Hyde Park Green Hotel,unmatched,,0.538,THE TALBOT HYDE PARK HOTEL LIMITED,09439555
Aash Pharm Limited T/A Horn Lane Pharmacy,aash pharm t a horn lane pharmacy,False,False,London,,Worker (A rating),Skilled Worker,Aash Pharm Limited T/A Horn Lane Pharmacy,unmatched,,0.4226,AASH PHARM LIMITED,06462956
Aashirvad Ltd T/A HP Off Licence & Go Local,aashirvad t a hp off licence go local,False,False,Todmorden,,Worker (A rating),Skilled Worker,Aashirvad Ltd T/A HP Off Licence & Go Local,unmatched,,0.4786,THE LIAM LOCAL OFF LICENCE LTD,16393227
Aashni and Co Limited,aashni and,False,False,Notting Hill,London,Worker (A rating),Skilled Worker,Aashni and Co Limited,unmatched,,0.59,AASHNI & CO LTD.,07878501
Aathira Trading LTD T/A PARADE EXPRESS,aathira trading t a parade express,False,False,Welling,,Worker (A rating),Skilled Worker,Aathira Trading LTD T/A PARADE EXPRESS,unmatched,,0.5065,AATHIRA TRADING LTD,14028648
Aaysha Limited t/a Nice and Spicy,aaysha t a nice and spicy,False,False,Dunbar,,Worker (A rating),Skilled Worker,Aaysha Limited t/a Nice and Spicy,unmatched,,0.524,NICE AND SPICY LIMITED,15283167
Aayushi Trading Ltd T/A Premier Martock,aayushi trading t a premier martock,False,False,Somerset,,Worker (A rating),Skilled Worker,Aayushi Trading Ltd T/A Premier Martock,unmatched,,0.5014,AAYUSHI TRADING LTD,11716326
Abacare,abacare,False,False,Ebbw Vale,,Worker (A rating),Skilled Worker,Abacare,unmatched,,0.525,ABACARE SERVICES LIMITED,11999209
Abaseen Chapeltown Ltd T/A Abaseen Chapeltown,abaseen chapeltown t a abaseen chapeltown,False,False,Leeds,,Worker (A rating),Skilled Worker,Abaseen Chapeltown Ltd T/A Abaseen Chapeltown,unmatched,,0.6056,ABASEEN CHAPELTOWN LTD,13513835
Abbas Ramez,abbas ramez,False,False,Kirkcaldy,,Worker (A rating),Skilled Worker,Abbas Ramez,unmatched,,0.5318,RAMEZ LIMITED,15434235
Abbasi's,abbasi s,False,False,Betws-Y-Coed,Conwy,Worker (A rating),Skilled Worker,Abbasi's,unmatched,,0.6184,ABBASI’S PROPERTIES LIMITED,15604392
Abbey (UK) Travel Limited (Trading as Abbey Ireland & UK,abbey travel trading as abbey ireland,False,False,Edinburgh,,Worker (A rating),Skilled Worker,Abbey (UK) Travel Limited (Trading as Abbey Ireland & UK,unmatched,,0.4997,ABBEY (UK) TRAVEL LIMITED,SC350429
Abbey Care Complex Limited T/A Abbey Care Complex,abbey care complex t a abbey care complex,False,False,Ilford,,Worker (A rating),Skilled Worker,Abbey Care Complex Limited T/A Abbey Care Complex,unmatched,,0.5856,ABBEY CARE COMPLEX LIMITED,04832515
Abbey Dale Medical Centre,abbey dale medical centre,False,False,Blackpool,Lancashire,Worker (A rating),Skilled Worker,Abbey Dale Medical Centre,unmatched,,0.5577,CARPENTERS ARMS (DALE ABBEY) LTD,08964003
Abbey Meads Surgery,abbey meads surgery,False,False,Swindon,Wiltshire,Worker (A rating),Skilled Worker,Abbey Meads Surgery,unmatched,,0.7,ABBEY MEADS PROPERTY LIMITED,10891035
Abbey Medical Centre,abbey medical centre,False,False,Kenilworth,United Kingdom,Worker (A rating),Skilled Worker,Abbey Medical Centre,unmatched,,0.6773,ABBEY MEDICAL SERVICES LIMITED,07699088
Abbey Ravenscroft Park LTD T/A Abbey Ravenscroft Park Nursing Home,abbey ravenscroft park t a abbey ravenscroft park nursing home,False,False,Barnet,,Worker (A rating),Skilled Worker,Abbey Ravenscroft Park LTD T/A Abbey Ravenscroft Park Nursing Home,unmatched,,0.4491,ABBEY RAVENSCROFT PARK LIMITED,05502514
Abbey Road Surgery,abbey road surgery,True,True,Waltham Cross | Barrow-in-Furness,Hertfordshire | Cumbria,Worker (A rating),Skilled Worker,Abbey Road Surgery,unmatched,,0.6833,ABBEY D. SURGERY LTD,06544621
Abbey Stables,abbey stables,False,False,Fareham,Hampshire,Worker (A rating),Skilled Worker,Abbey Stables,unmatched,,0.5389,ABBEYHOLME STABLES LIMITED,13055459
Abbey's Premier,abbey s premier,False,False,London,,Worker (A rating),Skilled Worker,Abbey's Premier,unmatched,,0.52,AAA PREMIER GROUP LTD,10838512
Abbeycroft Care Home,abbeycroft care home,False,False,Redditch,Worcestershire,Worker (A rating),Skilled Worker,Abbeycroft Care Home,unmatched,,0.7,ABBEYCROFT CARE LIMITED,04702783
Abbeyfield Primary Academy,abbeyfield primary academy,False,False,SHEFFIELD,South Yorkshire,Worker (A rating),Skilled Worker,Abbeyfield Primary Academy,unmatched,,0.5863,ABBOTS HALL PRIMARY ACADEMY,08484553
Abbotswood Court Care Home,abbotswood court care home,False,False,Romsey,Hampshire,Worker (A rating),Skilled Worker,Abbotswood Court Care Home,unmatched,,0.6869,ALEXANDER COURT CARE HOME LIMITED,15864943
Abbottswood Medical Centre,abbottswood medical centre,False,False,Pershore,Worcestershire,Worker (A rating),Skilled Worker,Abbottswood Medical Centre,unmatched,,0.6429,ABBOTTSWOOD MEDICAL SERVICES LIMITED,02659823
Abd AlRahman Alisha  T/a  Bismillah Takeaway,abd alrahman alisha t a bismillah takeaway,False,False,Huddersfield,,Worker (A rating),Skilled Worker,Abd AlRahman Alisha  T/a  Bismillah Takeaway,unmatched,,0.4952,THE ORIGINAL MEDINA BISMILLAH TAKEAWAY LTD,08991678
Abdul Guljar t/a Curry Royal,abdul guljar t a curry royal,False,False,Loughborough,,Worker (A rating),Skilled Worker,Abdul Guljar t/a Curry Royal,unmatched,,0.4071,ABDUL CURRY BOX LTD,16640949
Abdul Hakeem Mohamed Rasheeth T/A A&S Service,abdul hakeem mohamed rasheeth t a a s service,False,False,STOURBRIDGE,WEST MIDLANDS,Worker (A rating),Skilled Worker,Abdul Hakeem Mohamed Rasheeth T/A A&S Service,unmatched,,0.3567,A&S SERVICES (CHELTENHAM) LIMITED,08859495
Abdul Khaliq T/A MH Autos,abdul khaliq t a mh autos,False,False,Stoke-On-Trent,,Worker (A rating),Skilled Worker,Abdul Khaliq T/A MH Autos,unmatched,,0.4454,MH AUTOS (BASINGSTOKE) LIMITED,07040834
Abdur Rashids Sons Limited TA Eastern Spices,abdur rashids sons ta eastern spices,False,False,Edinburgh,,Worker (A rating),Skilled Worker,Abdur Rashids Sons Limited TA Eastern Spices,unmatched,,0.5459,EASTERN SPICES EDINBURGH LIMITED,SC823769
Abdus Samad Arshad (Sole Trader),abdus samad arshad sole trader,False,False,London,,Worker (A rating),Skilled Worker,Abdus Samad Arshad (Sole Trader),unmatched,,0.4633,SOLE TRADER COURSES LTD,16406138
Abe Zamzam Ltd Trading As Pepes piri piri,abe zamzam trading as pepes piri piri,False,False,Dunstable,,Worker (A rating),Skilled Worker,Abe Zamzam Ltd Trading As Pepes piri piri,unmatched,,0.366,PEPES PIRI PIRI FULHAM LIMITED,09081374
Abeer Raja Abdul Raheem Al-Adhami T/A Abi Dental,abeer raja abdul raheem al adhami t a abi dental,False,False,London,,Worker (A rating),Skilled Worker,Abeer Raja Abdul Raheem Al-Adhami T/A Abi Dental,unmatched,,0.3633,ABDUL RAHEEM MUHAMMAD HASSAN LTD,15249473
Aber Medical Centre,aber medical centre,False,False,Caerphilly,,Worker (A rating),Skilled Worker,Aber Medical Centre,unmatched,,0.5158,ABERDEEN MEDICAL LTD,15145945
Abercrombie Dental Practice,abercrombie dental practice,False,False,Westhill,Aberdeenshire,Worker (A rating),Skilled Worker,Abercrombie Dental Practice,unmatched,,0.6159,ABBEY HOUSE DENTAL PRACTICE LIMITED,06880308
Abercromby Family Practice,abercromby family practice,False,False,Liverpool,,Worker (A rating),Skilled Worker,Abercromby Family Practice,unmatched,,0.6423,BENISON FAMILY PRACTICE LTD,07494085
Aberdare Service Station,aberdare service station,False,False,Aberdare,,Worker (A rating),Skilled Worker,Aberdare Service Station,unmatched,,0.5786,ABERDARE AUTOMOTIVE SERVICES LTD,16211997
Aberdeen University Students???????¢???????????????? Association,aberdeen university students association,False,False,Aberdeen,,Worker (A rating),Skilled Worker,Aberdeen University Students???????¢???????????????? Association,unmatched,,0.58,THE ABERDEEN UNIVERSITY PRESS LIMITED,SC140346
Aberdeen Visionplus Limited T/A Specsavers Opticians,aberdeen visionplus t a specsavers opticians,False,False,Aberdeen,Grampian,Worker (A rating),Skilled Worker,Aberdeen Visionplus Limited T/A Specsavers Opticians,unmatched,,0.4669,ABERDEEN DOMICILIARY SPECSAVERS LIMITED,09889218
Aberdeenshire Council,aberdeenshire council,False,False,Aberdeen,Scotland,Worker (A rating),Skilled Worker,Aberdeenshire Council,unmatched,,0.5253,GEORGE COOPER AND THE ABERDEENSHIRE COUNCIL,SL003651
Aberfoyle Medical practice,aberfoyle medical practice,False,False,Derry,Derry,Worker (A rating),Skilled Worker,Aberfoyle Medical practice,unmatched,,0.6577,ABBOT MEDICAL PRACTICE LTD,04450623
Abersychan Group Practice,abersychan practice,False,False,Abersychan,Torfaen,Worker (A rating),Skilled Worker,Abersychan Group Practice,unmatched,,0.5158,ABERSYCHAN TANDOORI LTD,09376557
Abertawe Medical Partnership,abertawe medical partnership,False,False,Swansea,West Glamorgan,Worker (A rating),Skilled Worker,Abertawe Medical Partnership,unmatched,,0.55,ABERTAWE CHIROPRACTIC CLINIC LTD,14153093
Abertillery Group Practice,abertillery practice,False,False,Abertillery,Wales,Worker (A rating),Skilled Worker,Abertillery Group Practice,unmatched,,0.552,ABERTILLERY BLUEBIRDS AFC LIMITED,11369299
Aberystwyth University,aberystwyth university,False,False,Aberystwyth,Ceredigion,Worker (A rating),Skilled Worker,Aberystwyth University,unmatched,,0.5333,'PRIFYSGOL ABERYSTWYTH' AND 'ABERYSTWYTH UNIVERSITY',RC000641
Abhishek Vijaya Kumar T/A Blantyre Family Dental Care,abhishek vijaya kumar t a blantyre family dental care,False,False,Glasgow,,Worker (A rating),Skilled Worker,Abhishek Vijaya Kumar T/A Blantyre Family Dental Care,unmatched,,0.6004,BLANTYRE FAMILY DENTAL CARE LIMITED,SC696095
Abida Khan T/A Lee Street Post Office,abida khan t a lee street post office,False,False,Oldham,,Worker (A rating),Skilled Worker,Abida Khan T/A Lee Street Post Office,unmatched,,0.4198,CROYDON POST OFFICE SOCIAL AND ATHLETICCLUB LIMITED,IP23447R
Abide Consulting Ltd TA Driver Hire Romford,abide consulting ta driver hire romford,False,False,Romford,Essex,Worker (A rating),Skilled Worker,Abide Consulting Ltd TA Driver Hire Romford,unmatched,,0.5738,JAMES DRIVER HIRE & CONSULTING LTD,12978789
Abinaya Sivam & Aravinthan Alagaiah T/A Sedgefield convenient store,abinaya sivam aravinthan alagaiah t a sedgefield convenient store,False,False,Stockton-on-Tees,,Worker (A rating),Skilled Worker,Abinaya Sivam & Aravinthan Alagaiah T/A Sedgefield convenient store,unmatched,,0.3314,DONALDSON NEWS & CONVENIENT STORE LTD,13153070
Abingdon and Witney College,abingdon and witney college,False,False,Abingdon,Oxfordshire,Worker (A rating),Skilled Worker,Abingdon and Witney College,unmatched,,0.5567,ABINGDON SPORTS COLLEGE LTD,12445239
Abington Park Surgery,abington park surgery,False,False,Northampton,,Worker (A rating),Skilled Worker,Abington Park Surgery,unmatched,,0.6976,ABINGTON PARK LIMITED,03587952
Abington Supermarket,abington supermarket,False,False,Northampton,,Worker (A rating),Skilled Worker,Abington Supermarket,unmatched,,0.631,ABINGTON SUPERMARKETS LIMITED,05237885
AbleCare (Menwinnion) Ltd T/A Menwinnion Country House Care Home,ablecare menwinnion t a menwinnion country house care home,False,False,Penzance,Cornwall,Worker (A rating),Skilled Worker,AbleCare (Menwinnion) Ltd T/A Menwinnion Country House Care Home,unmatched,,0.5236,LUTTERWORTH COUNTRY HOUSE CARE HOME LIMITED,07883370
Ablecross Care Services,ablecross care services,False,False,Brentwood,,Worker (A rating),Skilled Worker,Ablecross Care Services,unmatched,,0.6457,AACE CARE SERVICES LIMITED,15745460
Ably Real-Time Ltd,ably real time,False,False,London,,Worker (A rating),Skilled Worker,Ably Real-Time Ltd,unmatched,,0.6514,ABLY REALTIME LTD,06946246
Abney Dental Practice,abney dental practice,False,False,London,,Worker (A rating),Skilled Worker,Abney Dental Practice,unmatched,,0.6777,ABBEY ROAD DENTAL PRACTICE LIMITED,07603424
Aboon Ltd T/A Little Things,aboon t a little things,False,False,Glasgow,,Worker (A rating),Skilled Worker,Aboon Ltd T/A Little Things,unmatched,,0.5283,ACTIVE LITTLE THINGS CIC,16062018
Absolutdata Analytics UK Limited,absolutdata analytics,False,False,Harpenden,Hertforshire,Worker (A rating),Skilled Worker,Absolutdata Analytics UK Limited,unmatched,,0.5595,ABSOLUTDATA LTD,08935569
Absolute Healthcare West Ltd T/A The Village Nursing Home,absolute healthcare west t a the village nursing home,False,False,Brierley Hill,,Worker (A rating),Skilled Worker,Absolute Healthcare West Ltd T/A The Village Nursing Home,unmatched,,0.464,ABSOLUTE HEALTHCARE WEST MIDLANDS LIMITED,11297716
Absolute Retail Consulting Limited T/A AbsoluteLabs,absolute retail consulting t a absolutelabs,False,False,London,,Worker (A rating),Skilled Worker,Absolute Retail Consulting Limited T/A AbsoluteLabs,unmatched,,0.6719,ABSOLUTE RETAIL CONSULTING LIMITED,12464439
Abuz Food Ltd t/a Taza,abuz food t a taza,False,False,Dundee,,Worker (A rating),Skilled Worker,Abuz Food Ltd t/a Taza,unmatched,,0.57,ABUZ FOOD LIMITED,SC440406
Abyaan Ltd t/a Saline Store,abyaan t a saline store,False,False,Dunfermline,Scotland,Worker (A rating),Skilled Worker,Abyaan Ltd t/a Saline Store,unmatched,,0.3966,SALINE CARE SOLUTIONS LTD,14974961
Acacia Number 1 Ltd T/A Acacia House,acacia number 1 t a acacia house,False,False,Tenterden,Kent,Worker (A rating),Skilled Worker,Acacia Number 1 Ltd T/A Acacia House,unmatched,,0.5375,ACACIA NUMBER 1 LIMITED,06351398
Academy Medical Centre,academy medical centre,False,False,Forfar,Angus,Worker (A rating),Skilled Worker,Academy Medical Centre,unmatched,,0.5809,A&S MEDICAL ACADEMY LIMITED,16731245
Accelerate Group Limited t/a Webtrends Optimize,accelerate t a webtrends optimize,False,False,Egham,Surrey,Worker (A rating),Skilled Worker,Accelerate Group Limited t/a Webtrends Optimize,unmatched,,0.3712,ACCELERATE GROUP LIMITED,11424356
Accolade Wines Limited,accolade wines,False,False,Bristol,,Worker (A rating),Skilled Worker,Accolade Wines Limited,unmatched,,0.5306,ACCOLADE WINES PENSION TRUSTEES LIMITED,00765010
Accolite Labs Europe Limited,accolite labs europe,False,False,London,,Worker (A rating),Skilled Worker,Accolite Labs Europe Limited,unmatched,,0.6548,MARKETING LABS EUROPE LTD,16818829
Accor UK Limited,accor,False,False,London,,Worker (A rating),Skilled Worker,Accor UK Limited,unmatched,,0.5522,ACCOR (U.K.) LIMITED,01617210
Accountancy Global Services Ltd t/a Acumen Plus,accountancy global services t a acumen plus,False,False,Luton,UK,Worker (A rating),Skilled Worker,Accountancy Global Services Ltd t/a Acumen Plus,unmatched,,0.6383,ACCOUNTANCY GLOBAL SERVICES LTD,07484052
Accountax World Ltd T/A Accounts and Tax World,accountax world t a accounts and tax world,False,False,London,,Worker (A rating),Skilled Worker,Accountax World Ltd T/A Accounts and Tax World,unmatched,,0.5586,ACCOUNTS & TAX WORLD LIMITED,11142796
Accu Technology UK Ltd,accu technology,False,False,Oxford,,Worker (A rating),Skilled Worker,Accu Technology UK Ltd,unmatched,,0.5658,ACCULINK TECHNOLOGY LIMITED,08558085
Acculearn Trading Limited T/A Cranbrook College,acculearn trading t a cranbrook college,False,False,London,Essex,Worker (A rating),Skilled Worker,Acculearn Trading Limited T/A Cranbrook College,unmatched,,0.5078,CENTRAL CRANBROOK COLLEGE LIMITED,07182659
Acculegal Solicitors,acculegal solicitors,False,False,Ilford,,Worker (A rating),Skilled Worker,Acculegal Solicitors,unmatched,,0.51,AAA SOLICITORS LTD,13251397
Ace Beauty Group Limited T/A Ace Beauty,ace beauty t a ace beauty,False,False,Epping,,Worker (A rating),Skilled Worker,Ace Beauty Group Limited T/A Ace Beauty,unmatched,,0.59,ACE BEAUTY GROUP LTD,15732050
Ace Home Care Services Limited t/a Ace Homecare London,ace home care services t a ace homecare london,False,False,London,,Worker (A rating),Skilled Worker,Ace Home Care Services Limited t/a Ace Homecare London,unmatched,,0.4576,ACE HOMECARE SERVICES LIMITED,10231219
Ace24 Healthcare Ltd,ace24 healthcare,False,False,Colchester,,Worker (A rating),Skilled Worker,Ace24 Healthcare Ltd,unmatched,,0.6565,ACE 24 HEALTHCARE LTD,09261028
Aceso Homecare,aceso homecare,False,False,Sandbach,Cheshire,Worker (A rating),Skilled Worker,Aceso Homecare,unmatched,,0.475,ACESO AESTHETICS LTD,15867657
Achuthan Arulananthan t/a Go Local,achuthan arulananthan t a go local,False,False,Grimsby,,Worker (A rating),Skilled Worker,Achuthan Arulananthan t/a Go Local,unmatched,,0.4632,A&S GO LOCAL SUPERMARKET LTD,16913385
Acklam Medical Centre,acklam medical centre,False,False,Middlesbrough,Cleveland,Worker (A rating),Skilled Worker,Acklam Medical Centre,unmatched,,0.6548,ACKLAM CAR CENTRE LIMITED,04172442
Acorn Chemical Services,acorn chemical services,False,False,Neath,,Worker (A rating),Skilled Worker,Acorn Chemical Services,unmatched,,0.654,ACORN ACCOUNTING SERVICES LIMITED,05808031
Acorn Lodge Ltd t/a Acorn Lodge Care Home,acorn lodge t a acorn lodge care home,False,False,Hackney,London,Worker (A rating),Skilled Worker,Acorn Lodge Ltd t/a Acorn Lodge Care Home,unmatched,,0.627,ACORN LODGE (CARE HOME) LIMITED,05697869
Acorn Normanton,acorn normanton,False,False,Normanton,,Worker (A rating),Skilled Worker,Acorn Normanton,unmatched,,0.4265,ASHWOOD COURT (NORMANTON) MANAGEMENT COMPANY LIMITED,04433990
Acorn Nursing Home,acorn nursing home,True,False,Birmingham | Blackpool,,Worker (A rating),Skilled Worker,Acorn Nursing Home,unmatched,,0.6333,ACORN CARE & NURSING LIMITED,06002845
Acorn Surgery,acorn surgery,False,False,Huntingdon,Cambridgeshire,Worker (A rating),Skilled Worker,Acorn Surgery,unmatched,,0.6889,ACORN TREE SURGERY LIMITED,07366641
Acreage Home LTD,acreage home,False,False,Birmingham,,Worker (A rating),Skilled Worker,Acreage Home LTD,unmatched,,0.6992,ACREAGE HOMES LTD,10708890
Actagon Limited,actagon,False,False,Oxford,Oxfordshire,Worker (A rating),Skilled Worker,Actagon Limited,unmatched,,0.28,SORMLAND LTD,11168589
Active Pet,active pet,False,False,Coleshill,Amersham,Worker (A rating),Skilled Worker,Active Pet,unmatched,,0.6853,ACTIVE PET PHYSIO LTD,07140496
Acu-Flow Limited (t/a Nebu~Flow),acu flow t a nebu flow,False,False,Glasgow,,Worker (A rating),Skilled Worker,Acu-Flow Limited (t/a Nebu~Flow),unmatched,,0.5155,ACU-FLOW LIMITED,SC624449
Acupro Clinic,acupro clinic,False,False,London,,Worker (A rating),Skilled Worker,Acupro Clinic,unmatched,,0.6146,ACUPRO LIMITED,10479359
Ad Astra Bars Limited T\A  The Three Crowns.,ad astra bars t a the three crowns,False,False,London,,Worker (A rating),Skilled Worker,Ad Astra Bars Limited T\A  The Three Crowns.,unmatched,,0.5195,THREE T.T.T. WATER SPORTS CLUB LIMITED (THE),00893094
Ad Eatery Limited t/a Subway,ad eatery t a subway,False,False,London,,Worker (A rating),Skilled Worker,Ad Eatery Limited t/a Subway,unmatched,,0.47,AD EATERY LTD,15872300
Ad Systems UK Ltd,ad systems,False,False,Blackpool,,Worker (A rating),Skilled Worker,Ad Systems UK Ltd,unmatched,,0.6436,A.D. SYSTEMS (UK) LTD,06643776
Adada Ltd T/A Adada Care Services,adada t a adada care services,False,False,Chester,,Worker (A rating),Skilled Worker,Adada Ltd T/A Adada Care Services,unmatched,,0.4997,ADADA RECRUITMENT AND TRAINING SERVICES (ARTS) LTD,12048411
Adam Grocers Ltd T/A Abu Bakr Supermarket,adam grocers t a abu bakr supermarket,False,False,Leeds,,Worker (A rating),Skilled Worker,Adam Grocers Ltd T/A Abu Bakr Supermarket,unmatched,,0.4312,ADAM GROCERS LTD,09133987
Adam Handling Limited T/A Frog by Adam Handling,adam handling t a frog by adam handling,False,False,Greater London,London,Worker (A rating),Skilled Worker,Adam Handling Limited T/A Frog by Adam Handling,unmatched,,0.4295,ADAM HANDLING AT CARBIS BAY LIMITED,13393114
Adam Hope Bespoke,adam hope bespoke,False,False,HEMEL HEMPSTEAD,Herts,Worker (A rating),Skilled Worker,Adam Hope Bespoke,unmatched,,0.6611,ADAM JAMES BESPOKE LIMITED,11542238
Adam Kirby t/a Vicarage Farm Stables and Livery,adam kirby t a vicarage farm stables and livery,False,False,Kirtling,Cambridgeshire,Worker (A rating),Skilled Worker,Adam Kirby t/a Vicarage Farm Stables and Livery,unmatched,,0.4428,MAKINSON FARM LIVERY STABLES LIMITED,03979690
Adam Renovations Ltd,adam renovations,False,False,London,,Worker (A rating),Skilled Worker,Adam Renovations Ltd,unmatched,,0.7167,ADAM LEARNER RENOVATIONS LTD,12360350
Adams Cash & Carry Limited,adams cash carry,False,False,Peterborough,,Worker (A rating),Skilled Worker,Adams Cash & Carry Limited,unmatched,,0.675,AA CASH & CARRY LIMITED,08216375
Adaptos Ltd/ TA Sonder,adaptos ta sonder,False,False,Warwick,Warwickshire,Worker (A rating),Skilled Worker,Adaptos Ltd/ TA Sonder,unmatched,,0.4947,ADAPTOS LIMITED,02873809
Addcounsel limited,addcounsel,False,False,London,,Worker (A rating),Skilled Worker,Addcounsel limited,unmatched,,0.2838,HARBOR LONDON LTD,09968368
Addison House Surgery,addison house surgery,False,False,Harlow,,Worker (A rating),Skilled Worker,Addison House Surgery,unmatched,,0.6773,AVONDALE HOUSE SURGERY LIMITED,06940542
Addison Road Medical Practice,addison road medical practice,False,False,London,Waltham Forest,Worker (A rating),Skilled Worker,Addison Road Medical Practice,unmatched,,0.6833,ST JOHNS ROAD MEDICAL PRACTICE LIMITED,12373952
Adea Ltd  T/A  The Sichuan,adea t a the sichuan,False,False,London,,Worker (A rating),Skilled Worker,Adea Ltd  T/A  The Sichuan,unmatched,,0.4777,L.C SICHUAN RESTAURANT LTD,15211156
Adeel Ahmed trading as Sky Energy,adeel ahmed trading as sky energy,False,False,Blackburn,Lancashire,Worker (A rating),Skilled Worker,Adeel Ahmed trading as Sky Energy,unmatched,,0.4396,ADEEL AHMED PRODUCTIONS LIMITED,14236799
Adel Express LTD,adel express,False,False,Bath,avon,Worker (A rating),Skilled Worker,Adel Express LTD,unmatched,,0.6992,ADELS EXPRESS LIMITED,14026955
Adelaide Family Practice,adelaide family practice,False,False,Blackpool,Lancashire,Worker (A rating),Skilled Worker,Adelaide Family Practice,unmatched,,0.65,BENISON FAMILY PRACTICE LTD,07494085
Adil Abbasi T/A Mobilicious,adil abbasi t a mobilicious,False,False,Birmingham,West Midlands,Worker (A rating),Skilled Worker,Adil Abbasi T/A Mobilicious,unmatched,,0.3935,ABBASI AND SONS LTD,16593930
Adil's Convenience Store,adil s convenience store,False,False,Dundee,,Worker (A rating),Skilled Worker,Adil's Convenience Store,unmatched,,0.6233,A.A CONVENIENCE STORE LTD,15660751
Aditya Supermarket,aditya supermarket,False,False,Sydenham,,Worker (A rating),Skilled Worker,Aditya Supermarket,unmatched,,0.4833,ADITYA & CO LIMITED,12684978
Admirals House Ltd T/A Thetford Raj Restaurant,admirals house t a thetford raj restaurant,False,False,Thetford,,Worker (A rating),Skilled Worker,Admirals House Ltd T/A Thetford Raj Restaurant,unmatched,,0.4348,ADMIRALS HOUSE LTD,08936572
Admire Healthcare T/A Apollo House,admire healthcare t a apollo house,False,False,Northampton,,Worker (A rating),Skilled Worker,Admire Healthcare T/A Apollo House,unmatched,,0.53,ADMIRE HEALTHCARE LTD,12051979
Adnan Barbers (Sole Trader),adnan barbers sole trader,False,False,WEST MIDLANDS,,Worker (A rating),Skilled Worker,Adnan Barbers (Sole Trader),unmatched,,0.578,SOLE TRADER ORGANISATION LIMITED,08649598
